"IndicatorName","SurveyID","FormularString","Latest...1.x","Sample.Size.x","Overall.Mean.x","Max.Leaf.Size.x","Max.Leaf.Access.x","Min.Leaf.Size.x","Min.Leaf.Access.x","Max.Leaf.Characteristics.x","Min.Leaf.Characteristics.x","InUse.x","Latest...1.y","Sample.Size.y","Overall.Mean.y","Max.Leaf.Size.y","Max.Leaf.Access.y","Min.Leaf.Size.y","Min.Leaf.Access.y","Max.Leaf.Characteristics.y","Min.Leaf.Characteristics.y","InUse.y","VariableID","DatasetSource","MergeResult","AnaResult","Country_ISO","Year","TreeID"
"MobilePhone","BTN2010","","1","No Analysis",NA,"",NA,"","","","","Y","1","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","BTN","2010","BTN+2010+MobilePhone+"
"MobilePhone","MDV71","aGroup+Education+PoorerHousehold+Residence+Sex","1","12040.999853",0.959025893196313,"0.285791075825203",0.994956758385293,"0.131833319274104","0.879998570219931","MAX-leaf // aGroup ~ 25-34 + 35+ // Education ~ Secondary + Higher // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24 // PoorerHousehold~1","Y","1","12040.999853",0.959025893196313,"0.285791075825203",0.994956758385293,"0.131833319274104","0.879998570219931","MAX-leaf // aGroup ~ 25-34 + 35+ // Education ~ Secondary + Higher // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24 // PoorerHousehold~1","N","I13","IR+WM","Both","Two","MDV","2017","MDV+2017+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","THA2012","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","THA","2012","THA+2012+MobilePhone+"
"MobilePhone","VNM2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","VNM","2010","VNM+2010+MobilePhone+"
"MobilePhone","MNG2013","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","MNG","2013","MNG+2013+MobilePhone+"
"MobilePhone","NPL2019","aGroup+Education+Language+PoorerHousehold+Religion+Residence+Sex","1","20306",0.824487894705111,"0.123649739324347",0.987073440150625,"0.075973768670019","0.629063206085667","MAX-leaf // Language ~ MinorLanguage + Nepali + Tharu // PoorerHousehold ~ 0 // aGroup ~ 25-34 + 35+ // Education ~ Secondary","MIN-leaf // Language~MinorLanguage + Tharu // PoorerHousehold~1 // aGroup~15-24 + 35+ // Sex~Female","Y","1","20306",0.824487894705111,"0.123649739324347",0.987073440150625,"0.075973768670019","0.629063206085667","MAX-leaf // Language ~ MinorLanguage + Nepali + Tharu // PoorerHousehold ~ 0 // aGroup ~ 25-34 + 35+ // Education ~ Secondary","MIN-leaf // Language~MinorLanguage + Tharu // PoorerHousehold~1 // aGroup~15-24 + 35+ // Sex~Female","Y","I13","IR+WM","Both","Two","NPL","2019","NPL+2019+MobilePhone+aGroup+Education+Language+PoorerHousehold+Religion+Residence+Sex"
"MobilePhone","LAO2017","aGroup+Education+PoorerHousehold+Residence+Sex","1","37321.9999999999",0.767145689899225,"0.217674103301996",0.962870139839998,"0.151394426678145","0.391317911493616","MAX-leaf // PoorerHousehold ~ 0 // Education ~ Secondary + Higher // Residence ~ URBAN","MIN-leaf // PoorerHousehold~1 // Sex~Female // aGroup~25-34 + 35+","Y","1","37321.9999999999",0.767145689899225,"0.217674103301996",0.962870139839998,"0.151394426678145","0.391317911493616","MAX-leaf // PoorerHousehold ~ 0 // Education ~ Secondary + Higher // Residence ~ URBAN","MIN-leaf // PoorerHousehold~1 // Sex~Female // aGroup~25-34 + 35+","N","I13","IR+WM","Both","Two","LAO","2017","LAO+2017+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","AFG","2010","AFG+2010+MobilePhone+"
"MobilePhone","GEO2018","","1","No Analysis",NA,"",NA,"","","","","Y","1","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","GEO","2018","GEO+2018+MobilePhone+"
"MobilePhone","MDV71","HighestEducation+PoorerHousehold+Residence","1","6049.999682",0.987095368577905,"0.172237205912635",1,"0.162364894154056","0.956607631028733","MAX-leaf // HighestEducation ~ Secondary + Higher // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","MDV","2017","MDV+2017+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhone","MNG2013","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","MNG","2013","MNG+2013+MobilePhone+"
"MobilePhone","TKM2015","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","TKM","2015","TKM+2015+MobilePhone+"
"MobilePhone","ARM61","HighestEducation+PoorerHousehold+Residence","0","6699.999965",0.869088659166881,"0.488956009419923",0.955846750802179,"0.207388875859495","0.685797876831803","MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower + Secondary // PoorerHousehold~1","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","ARM","2010","ARM+2010+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhone","THA2012","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","THA","2012","THA+2012+MobilePhone+"
"MobilePhone","KAZ2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","KAZ","2010","KAZ+2010+MobilePhone+"
"MobilePhone","TLS71","HighestEducation+PoorerHousehold+Residence","1","11501.999758",0.842556714475633,"0.212247314150916",0.98417091273919,"0.302957454817919","0.641365190350703","MAX-leaf // HighestEducation ~ Secondary + Higher // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","TLS","2016","TLS+2016+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhone","NPL7H","HighestEducation+PoorerHousehold+Residence","0.5","11040.000096",0.928477238937154,"0.226453242143162",0.99649909335689,"0.267698347400449","0.79969470768093","MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","NPL","2016","NPL+2016+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhone","BTN2010","","1","No Analysis",NA,"",NA,"","","","","Y","1","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","BTN","2010","BTN+2010+MobilePhone+"
"MobilePhone","TON2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.852765701770561,"0.26467229678008",0.960568734074954,"0.271723739753178","0.684139767445054","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~15-24 // Sex~Female","Y","1","4135",0.852765701770561,"0.26467229678008",0.960568734074954,"0.271723739753178","0.684139767445054","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~15-24 // Sex~Female","Y","I13","IR+WM","Both","Two","TON","2019","TON+2019+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","TON2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.852765701770561,"0.26467229678008",0.960568734074954,"0.207767060787592","0.665754378919739","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~15-24 // Sex~Female // Residence~Rural","Y","1","4135",0.852765701770561,"0.26467229678008",0.960568734074954,"0.271723739753178","0.684139767445054","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~15-24 // Sex~Female","Y","I13","IR+WM","Both","Two","TON","2019","TON+2019+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","BTN2010","","1","No Analysis",NA,"",NA,"","","","","Y","1","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","BTN","2010","BTN+2010+MobilePhone+"
"MobilePhone","KAZ2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","KAZ","2010","KAZ+2010+MobilePhone+"
"MobilePhone","THA2012","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","THA","2012","THA+2012+MobilePhone+"
"MobilePhone","GEO2018","","1","No Analysis",NA,"",NA,"","","","","Y","1","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","GEO","2018","GEO+2018+MobilePhone+"
"MobilePhone","TON2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.852765701770561,"0.26467229678008",0.960568734074954,"0.271723739753178","0.684139767445054","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~15-24 // Sex~Female","Y","1","4135",0.852765701770561,"0.26467229678008",0.960568734074954,"0.207767060787592","0.665754378919739","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~15-24 // Sex~Female // Residence~Rural","Y","I13","IR+WM","Both","Two","TON","2019","TON+2019+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","AFG70","HighestEducation+PoorerHousehold+Residence","1","24395.000069",0.872929079637954,"0.176889283820236",0.960966995275784,"0.224840671919899","0.75769431476556","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","AFG","2015","AFG+2015+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhone","GEO2018","","1","No Analysis",NA,"",NA,"","","","","Y","1","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","GEO","2018","GEO+2018+MobilePhone+"
"MobilePhone","NPL61","HighestEducation+PoorerHousehold+Residence","0","10826.000151",0.746771741939541,"0.163938713490232",0.985770295042457,"0.214018742627302","0.322271299650051","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","NPL","2011","NPL+2011+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhone","MNG2018","Education+PoorerHousehold+Residence+Sex","1","3431.62963586293",0.953214409984428,"0.421633195625598",0.984389214605467,"0.079627102146671","0.849973651177069","MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher","MIN-leaf // PoorerHousehold~1 // Education~Lower + Secondary // Sex~Male","Y","1","3431.62963586293",0.953214409984428,"0.421633195625598",0.984389214605467,"0.079627102146671","0.849973651177069","MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher","MIN-leaf // PoorerHousehold~1 // Education~Lower + Secondary // Sex~Male","Y","I13","IR+WM","Both","Two","MNG","2018","MNG+2018+MobilePhone+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","KAZ2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","KAZ","2010","KAZ+2010+MobilePhone+"
"MobilePhone","TLS71","aGroup+Education+PoorerHousehold+Residence+Sex","1","17228.999731",0.684287717109141,"0.111247540711915",0.961129314029087,"0.270636631365792","0.478936151846526","MAX-leaf // Education ~ Higher","MIN-leaf // Education~Lower // Sex~Female","Y","1","17228.999731",0.684287717109141,"0.111247540711915",0.961129314029087,"0.270636631365792","0.478936151846526","MAX-leaf // Education ~ Higher","MIN-leaf // Education~Lower // Sex~Female","Y","I13","IR+WM","Both","Two","TLS","2016","TLS+2016+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","TJK70","HighestEducation+PoorerHousehold+Residence","1","7842.999609",0.962500815292339,"0.199322197492665",0.996319454874811,"0.22342922942252","0.922083065344738","MAX-leaf // HighestEducation ~ Higher // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower + Secondary // PoorerHousehold~1","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","TJK","2017","TJK+2017+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhone","TLS61","HighestEducation+PoorerHousehold+Residence","0","11463.00062",0.400838358499539,"0.182309035415544",0.863891279849492,"0.217006893697613","0.052922890671989","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","TLS","2010","TLS+2010+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhone","TON2019","aGroup+Education+Ethnicity+PoorerHousehold+Religion+Residence+Sex","1","4135",0.852765701770561,"0.171319904646133",0.970663297376687,"0.076269722881632","0.622464885873711","MAX-leaf // aGroup ~ 25-34 // Religion ~ FreeChurchTonga + FreeWesleyanChurch + LatterDaySaints","MIN-leaf // aGroup~15-24 // Sex~Female // Religion~FreeWesleyanChurch","Y","1","4135",0.852765701770561,"0.171319904646133",0.970663297376687,"0.076269722881632","0.622464885873711","MAX-leaf // aGroup ~ 25-34 // Religion ~ FreeChurchTonga + FreeWesleyanChurch + LatterDaySaints","MIN-leaf // aGroup~15-24 // Sex~Female // Religion~FreeWesleyanChurch","Y","I13","IR+WM","Both","Two","TON","2019","TON+2019+MobilePhone+aGroup+Education+Ethnicity+PoorerHousehold+Religion+Residence+Sex"
"MobilePhone","KIR2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","6233",0.516890525490482,"0.255386262808125",0.727054601522138,"0.152525733385441","0.304811637914381","MAX-leaf // Education ~ Higher // Sex ~ Female // PoorerHousehold ~ 0","MIN-leaf // Education~Lower + Secondary // Sex~Female // PoorerHousehold~1","Y","1","6233",0.516890525490482,"0.255386262808125",0.727054601522138,"0.152525733385441","0.304811637914381","MAX-leaf // Education ~ Higher // Sex ~ Female // PoorerHousehold ~ 0","MIN-leaf // Education~Lower + Secondary // Sex~Female // PoorerHousehold~1","Y","I13","IR+WM","Both","Two","KIR","2019","KIR+2019+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","KAZ2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","KAZ","2010","KAZ+2010+MobilePhone+"
"MobilePhone","KGZ2018","aGroup+Education+PoorerHousehold+Residence","1","5742",0.932849143470769,"0.179185457818849",0.993469479891323,"0.109116455552199","0.80799882668637","MAX-leaf // aGroup ~ 25-34 + 35+ // PoorerHousehold ~ 0 // Education ~ Higher","MIN-leaf // aGroup~15-24 // PoorerHousehold~1","Y","1","5742",0.932849143470769,"0.179185457818849",0.993469479891323,"0.109116455552199","0.80799882668637","MAX-leaf // aGroup ~ 25-34 + 35+ // PoorerHousehold ~ 0 // Education ~ Higher","MIN-leaf // aGroup~15-24 // PoorerHousehold~1","Y","I13","IR+WM","Both","Two","KGZ","2018","KGZ+2018+MobilePhone+aGroup+Education+PoorerHousehold+Residence"
"MobilePhone","LAO2011","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","N","I13","IR+WM","Both","None","LAO","2011","LAO+2011+MobilePhone+"
"MobilePhone","TKM2015","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","I13","IR+WM","Both","None","TKM","2015","TKM+2015+MobilePhone+"
"MobilePhone","KIR2019","aGroup+Education+Ethnicity+PoorerHousehold+Religion+Residence+Sex","1","6233",0.516890525490482,"0.167885459555161",0.743464210209773,"0.097117239308961","0.278653464949383","MAX-leaf // Education ~ Higher // Sex ~ Female // PoorerHousehold ~ 0 // aGroup ~ 25-34 + 35+","MIN-leaf // Education~Lower + Secondary // Sex~Female // PoorerHousehold~1 // Religion~RomanCatholic","Y","1","6233",0.516890525490482,"0.167885459555161",0.743464210209773,"0.097117239308961","0.278653464949383","MAX-leaf // Education ~ Higher // Sex ~ Female // PoorerHousehold ~ 0 // aGroup ~ 25-34 + 35+","MIN-leaf // Education~Lower + Secondary // Sex~Female // PoorerHousehold~1 // Religion~RomanCatholic","Y","I13","IR+WM","Both","Two","KIR","2019","KIR+2019+MobilePhone+aGroup+Education+Ethnicity+PoorerHousehold+Religion+Residence+Sex"
"MobilePhone","ARM71","HighestEducation+PoorerHousehold+Residence","1","7893.000182",0.963284120699644,"0.460833045499604",0.986842228241462,"0.216275383585187","0.912841205414419","MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower + Secondary // PoorerHousehold~1","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","ARM","2016","ARM+2016+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhone","KGZ2018","Education+Ethnicity+PoorerHousehold+Residence","1","1702.27200678429",0.87762553230527,"0.192870909398997",0.990879476688199,"0.055745859147713","0.533606217579743","MAX-leaf // Ethnicity ~ MinorEthnicity + Kyrgyz + Russian // PoorerHousehold ~ 0 // Education ~ Higher","MIN-leaf // Ethnicity~Uzbek // Residence~URBAN","Y","1","1702.27200678429",0.87762553230527,"0.192870909398997",0.990879476688199,"0.055745859147713","0.533606217579743","MAX-leaf // Ethnicity ~ MinorEthnicity + Kyrgyz + Russian // PoorerHousehold ~ 0 // Education ~ Higher","MIN-leaf // Ethnicity~Uzbek // Residence~URBAN","Y","I13","IR+WM","Both","Two","KGZ","2018","KGZ+2018+MobilePhone+Education+Ethnicity+PoorerHousehold+Residence"
"MobilePhone","ARM71","aGroup+Education+PoorerHousehold+Residence+Sex","1","8871.000007",0.97372333436861,"0.141820561831502",0.995518101184168,"0.16921287755783","0.914697127723211","MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // PoorerHousehold~1 // Sex~Female // Education~Lower + Secondary","Y","1","8871.000007",0.97372333436861,"0.141820561831502",0.995518101184168,"0.16921287755783","0.914697127723211","MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // PoorerHousehold~1 // Sex~Female // Education~Lower + Secondary","N","I13","IR+WM","Both","Two","ARM","2016","ARM+2016+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","TON2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.852765701770561,"0.26467229678008",0.960568734074954,"0.207767060787592","0.665754378919739","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~15-24 // Sex~Female // Residence~Rural","Y","1","4135",0.852765701770561,"0.26467229678008",0.960568734074954,"0.207767060787592","0.665754378919739","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~15-24 // Sex~Female // Residence~Rural","Y","I13","IR+WM","Both","Two","TON","2019","TON+2019+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex"
"MobilePhone","IDN63","HighestEducation+PoorerHousehold+Residence","0","43852.000687",0.829457700587489,"0.162986970971173",0.99098163767499,"0.234302549850273","0.52048333645731","MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","I13","IR+WM","ALL","All","IDN","2012","IDN+2012+MobilePhone+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","BTN2010","HighestEducation+PoorerHousehold+Residence","1","14676.000154",0.862241171996107,"0.10701717133547",0.99952644049022,"0.382290583205727","0.681934409950058","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","BTN","2010","BTN+2010+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","MNG2013","HighestEducation+PoorerHousehold+Residence","0","14805",0.970335104738881,"0.564030252991535",0.996210264218051,"0.192511648719459","0.884020911768668","MAX-leaf // HighestEducation ~ Secondary + Higher // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","MNG","2013","MNG+2013+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","TON2019","HighestEducation+PoorerHousehold+Residence","1","2498",0.964981730009435,"0.093881472209358",0.992239971424327,"0.090845608248457","0.852211625057274","MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","TON","2019","TON+2019+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","TKM2015","HighestEducation+Language+PoorerHousehold+Residence","0","5861",0.985999924531191,"0.193748235347281",0.999373091300344,"0.091340364559173","0.936687644416638","MAX-leaf // Language ~ Turkmen + Uzbek // PoorerHousehold ~ 0 // Residence ~ Rural","MIN-leaf // Language~MinorLanguage","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","TKM","2015","TKM+2015+MobilePhoneHH+HighestEducation+Language+PoorerHousehold+Residence"
"MobilePhoneHH","TKM2019","HighestEducation+PoorerHousehold+Residence","1","6195.000089",0.99109410472843,"0.176394703196266",0.997243438943254,"0.314624188700313","0.985486103675081","MAX-leaf // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // Residence~Urban // HighestEducation~Lower + Secondary","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","TKM","2019","TKM+2019+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","GEO2018","HighestEducation+PoorerHousehold+Residence","1","12270",0.957047517122674,"0.414021226673288",0.989621149319397,"0.095857212059825","0.834011311797486","MAX-leaf // HighestEducation ~ Higher // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","GEO","2018","GEO+2018+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","THA2019","HighestEducation+Language+PoorerHousehold+Religion+Residence","1","35604",0.953177924566106,"0.156329552277513",0.998348499568289,"0.324647475567234","0.88490269129327","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Rural","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","THA","2019","THA+2019+MobilePhoneHH+HighestEducation+Language+PoorerHousehold+Religion+Residence"
"MobilePhoneHH","THA2015","HighestEducation+PoorerHousehold+Residence","0.5","28651.9999999999",0.96042017747351,"0.223374224872349",0.996791394353021,"0.096341042886022","0.891701815075741","MAX-leaf // HighestEducation ~ Secondary + Higher // Residence ~ Rural","MIN-leaf // HighestEducation~Lower // PoorerHousehold~1 // Residence~Urban","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","THA","2015","THA+2015+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","KAZ2015","Ethnicity+HighestEducation+PoorerHousehold+Residence","1","16500",0.965694591718544,"0.347383336294664",0.995208791653019,"0.059821381294564","0.830419345663423","MAX-leaf // Ethnicity ~ MinorEthnicity + Kazakhs // HighestEducation ~ Higher","MIN-leaf // Ethnicity~Russians // HighestEducation~Lower + Secondary // PoorerHousehold~1","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","KAZ","2015","KAZ+2015+MobilePhoneHH+Ethnicity+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","KGZ2014","HighestEducation+PoorerHousehold+Residence","0.5","6934",0.979778337223307,"0.40163731052086",0.990107645878746,"0.179828860989981","0.960309217854938","MAX-leaf // HighestEducation ~ Higher","MIN-leaf // HighestEducation~Lower + Secondary // Residence~Urban","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","KGZ","2014","KGZ+2014+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","VNM2010","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","0","11614",0.831368940785599,"0.227661061343915",0.983940438308622,"0.03145202113025","0.625642844429553","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher","MIN-leaf // PoorerHousehold~1 // Residence~Urban","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","VNM","2010","VNM+2010+MobilePhoneHH+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"MobilePhoneHH","MNG2013","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","0","14805",0.970335104738881,"0.564030252991535",0.996210264218051,"0.065412669383038","0.853244465932256","MAX-leaf // HighestEducation ~ Secondary + Higher // PoorerHousehold ~ 0","MIN-leaf // HighestEducation~Lower // Residence~Rural // Religion~MinorReligion + No religion","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","MNG","2013","MNG+2013+MobilePhoneHH+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence"
"MobilePhoneHH","AFG2010","HighestEducation+PoorerHousehold+Residence","0","13116.000075",0.694635997095326,"0.099809073994687",0.974530385446452,"0.421629490269734","0.390436312212187","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","AFG","2010","AFG+2010+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","VNM2010","HighestEducation+PoorerHousehold+Residence","0","11614",0.831368940785599,"0.227661061343915",0.983940438308622,"0.404360336132368","0.663728081812567","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher","MIN-leaf // PoorerHousehold~1","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","VNM","2010","VNM+2010+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
"MobilePhoneHH","NPL2019","HighestEducation+PoorerHousehold+Residence","1","12655",0.948436321246083,"0.299438544680756",0.991140725962926,"0.315183509764026","0.874805057660798","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Secondary + Higher","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAN","H14","","ALL","All","NPL","2019","NPL+2019+MobilePhoneHH+HighestEducation+PoorerHousehold+Residence"
