ID,Source,Type,Type_Code,Country,Year,Latest = 1,Additional variables,Indicator Name,Formula,Sample Size,Overall Mean,Max Leaf Size,Max Leaf Access,Min Leaf Size,Min Leaf Access,Gap,Max Leaf Characteristics,Min Leaf Characteristics,Most imp. Var.,2nd var,3rd var,4th var,5th var,,,
Nepal2016DHSIRSexualPhysicalViolence ,DHS,Women,IR,Nepal,2016,0.5,No,SexualPhysicalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,3800.901595,0.244758666528961,0.161785233747942,0.365922583680871,0.113170726536529,0.099575203621325,0.266347380059546,MAX-leaf // Education ~ Lower // aGroup ~ 15-24 + 25-34 // PoorerHousehold ~ 0,MIN-leaf // Education~Higher,Education,aGroup,PoorerHousehold,Residence,Under5,,,
Pakistan2013DHSIRContraceptiveMethod ,DHS,Women,IR,Pakistan,2013,0,No,ContraceptiveMethod , PoorerHousehold + Residence + aGroup + Under5 + Education,7179.120099,0.47031353249966,0.232655744292765,0.607256342955654,0.264126418955453,0.355762559926168,0.251493783029486,MAX-leaf // Under5 ~ 0 // Education ~ Lower,MIN-leaf // Under5~1 + 2 + 3 + 4 + 5 // PoorerHousehold~1,Under5,aGroup,PoorerHousehold,Education,Residence,,,
Pakistan2013DHSIRProfessionalHelp ,DHS,Women,IR,Pakistan,2013,0,No,ProfessionalHelp , PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,7446.170468,0.588540674005961,0.089204276057678,0.933820326212607,0.112310554478163,0.33840036601749,0.595419960195117,MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher,MIN-leaf // PoorerHousehold~1 // aGroup~35+,PoorerHousehold,Education,Residence,aGroup,MarriageStatus,,,
Pakistan2017-2018DHSIRContraceptiveMethod ,DHS,Women,IR,Pakistan,2017-2018,1,No,ContraceptiveMethod , PoorerHousehold + Residence + aGroup + Under5 + Education,6091.783179,0.485897772298242,0.172928150107425,0.637995829050844,0.179986890666057,0.338407363241587,0.299588465809257,MAX-leaf // Under5 ~ 0 // aGroup ~ 35+ // Residence ~ Rural,MIN-leaf // Under5~1 + 2 + 3 // PoorerHousehold~1,Under5,aGroup,PoorerHousehold,Residence,Education,,,
Pakistan2017-2018DHSIRProfessionalHelp ,DHS,Women,IR,Pakistan,2017-2018,1,No,ProfessionalHelp , PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,5113.534958,0.739688442157317,0.132931021804506,0.96485484600444,0.283005838404596,0.531411244236997,0.433443601767443,MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher,MIN-leaf // PoorerHousehold~1 // aGroup~25-34 + 35+,PoorerHousehold,Education,Residence,aGroup,MarriageStatus,Under5,,
Pakistan2017-2018DHSIRChildMarriage15 ,DHS,Individual,IR,Pakistan,2017-2018,1,No,ChildMarriage15 , PoorerHousehold + Residence + Education + Sex,6486.861249,0.020511779717889,0.283407266847801,0.063649255219506,0.282214362189759,0.136228144564712,-0.072578889345206,MAX-leaf // Education ~ Lower // Sex ~ Female,MIN-leaf // Education~Lower // Sex~Male,Sex,Education,PoorerHousehold,Residence,,,,
Pakistan2017-2018DHSIRChildMarriage18 ,DHS,Individual,IR,Pakistan,2017-2018,1,No,ChildMarriage18 , PoorerHousehold + Residence + Education + Sex,6486.861249,0.107636804642251,0.283407266847801,0.299748207053195,0.418442506754472,0,0.299748207053195,MAX-leaf // Sex ~ Female // Education ~ Lower,MIN-leaf // Sex~Male,Sex,Education,PoorerHousehold,Residence,,,,
Pakistan2017-2018DHSIRTeenagePregnancy ,DHS,Women,IR,Pakistan,2017-2018,1,No,TeenagePregnancy , PoorerHousehold + Residence + Education,4240.517501,0.072194705935727,0.387460217676861,0.113126206780483,0.121425625027741,0.010726280212884,0.102399926567599,MAX-leaf // Education ~ Lower // Residence ~ Rural,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,,,,,
Pakistan2017-2018DHSIRAdolescentBirthRate ,DHS,Women,IR,Pakistan,2017-2018,1,No,AdolescentBirthRate , PoorerHousehold + Residence + Education,3545.048482,0.17446347719653,0.184996113404353,0.31168680959382,0.272844299002171,0.020860450608634,0.290826358985186,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 0,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,,,,,
Pakistan2017-2018DHSIRInternetUse ,DHS,Individual,IR,Pakistan,2017-2018,1,No,InternetUse , PoorerHousehold + Residence + aGroup + Education + Sex + Electricity,15509.000036,0.153368929491181,0.142999775411182,0.571470162181141,0.340979983217795,0.009839811592329,0.561630350588812,MAX-leaf // Education ~ Higher,MIN-leaf // Education~Lower // PoorerHousehold~1,Education,PoorerHousehold,Residence,Electricity,,,,
Pakistan2017-2018DHSIRMobilePhone ,DHS,Individual,IR,Pakistan,2017-2018,1,No,MobilePhone , PoorerHousehold + Residence + aGroup + Education + Sex,15509.000036,0.500413960473602,0.202785478799388,0.9273207961382,0.171078291111042,0.136223080355419,0.791097715782781,MAX-leaf // Sex ~ Male,MIN-leaf // Sex~Female // Education~Lower // PoorerHousehold~1 // aGroup~15-24 + 25-34,Sex,Education,PoorerHousehold,Residence,aGroup,,,
Pakistan2017-2018DHSIRBankAccount ,DHS,Individual,IR,Pakistan,2017-2018,1,No,BankAccount , PoorerHousehold + Residence + aGroup + Education + Sex,15509.000036,0.111975889288082,0.142999775411182,0.370735703392064,0.171078291111042,0.00578805515692,0.364947648235144,MAX-leaf // Education ~ Higher,MIN-leaf // Education~Lower // Sex~Female // aGroup~15-24 + 25-34 // PoorerHousehold~1,Education,Sex,aGroup,PoorerHousehold,Residence,,,
Pakistan2017-2018DHSIREmotionalViolence ,DHS,Women,IR,Pakistan,2017-2018,1,No,EmotionalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,3415.655469,0.260796941343969,0.249607166688157,0.32826840011806,0.142720952808136,0.16918195633359,0.15908644378447,MAX-leaf // Education ~ Lower // aGroup ~ 25-34,MIN-leaf // Education~Higher,Education,PoorerHousehold,aGroup,Residence,Under5,,,
Pakistan2017-2018DHSIRSexualViolence ,DHS,Women,IR,Pakistan,2017-2018,1,No,SexualViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,3415.655469,0.047741415514528,0.397915065010324,0.061146961342565,0.362317841840858,0.032842947084385,0.02830401425818,MAX-leaf // PoorerHousehold ~ 1,MIN-leaf // PoorerHousehold~0 // aGroup~15-24 + 35+,PoorerHousehold,aGroup,Education,Residence,Under5,,,
Pakistan2017-2018DHSIRPhysicalViolence ,DHS,Women,IR,Pakistan,2017-2018,1,No,PhysicalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,3415.655469,0.230295245272585,0.161599522261418,0.331573828882186,0.142720952808136,0.097804968406421,0.233768860475765,MAX-leaf // Education ~ Lower + Secondary // PoorerHousehold ~ 1 // aGroup ~ 25-34,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,aGroup,Under5,,,
Pakistan2017-2018DHSIRAllViolence ,DHS,Women,IR,Pakistan,2017-2018,1,No,AllViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,3415.655469,0.335605057771124,0.265045825967057,0.408335375508299,0.142720952808136,0.202618601230773,0.205716774277526,MAX-leaf // Education ~ Lower // Under5 ~ 1 + 2 + 3,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,Under5,aGroup,,,
Pakistan2017-2018DHSIRSexualPhysicalViolence ,DHS,Women,IR,Pakistan,2017-2018,1,No,SexualPhysicalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,3415.655469,0.239041428039299,0.265045825967057,0.324278612221641,0.142720952808136,0.105040066178118,0.219238546043523,MAX-leaf // Education ~ Lower // Under5 ~ 1 + 2 + 3,MIN-leaf // Education~Higher,Education,PoorerHousehold,Under5,Residence,aGroup,,,
Papua New Guinea2018DHSIRContraceptiveMethod ,DHS,Women,IR,Papua New Guinea,2018,1,No,ContraceptiveMethod , PoorerHousehold + Residence + aGroup + Under5 + Education,6907.009251,0.491632260447366,0.094316566306275,0.649966797831204,0.198812185867739,0.344682298153757,0.305284499677447,MAX-leaf // PoorerHousehold ~ 0 // aGroup ~ 25-34 + 35+ // Under5 ~ 0 // Education ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // Under5~1 + 2 + 3,PoorerHousehold,Under5,aGroup,Education,,,,
Papua New Guinea2018DHSIRChildMarriage15 ,DHS,Individual,IR,Papua New Guinea,2018,1,No,ChildMarriage15 , PoorerHousehold + Residence + Education + Sex,4005.357181,0.055128222283754,0.221556056525886,0.152163672067124,0.148702888677533,0,0.152163672067124,MAX-leaf // Education ~ Lower // Sex ~ Female // PoorerHousehold ~ 0,MIN-leaf // Education~Secondary + Higher // Sex~Male,Sex,Education,PoorerHousehold,Residence,,,,
Papua New Guinea2018DHSIRChildMarriage18 ,DHS,Individual,IR,Papua New Guinea,2018,1,No,ChildMarriage18 , PoorerHousehold + Residence + Education + Sex,4005.357181,0.199633341014637,0.221556056525886,0.39322253630212,0.148702888677533,0.024610934534457,0.368611601767663,MAX-leaf // Sex ~ Female // Education ~ Lower // PoorerHousehold ~ 0,MIN-leaf // Sex~Male // Education~Secondary + Higher,Sex,Education,Residence,PoorerHousehold,,,,
Papua New Guinea2018DHSIRTeenagePregnancy ,DHS,Women,IR,Papua New Guinea,2018,1,No,TeenagePregnancy , PoorerHousehold + Residence + Education,2945.160709,0.121082156878659,0.760547069691332,0.141802208277941,0.239452930308667,0.055271417560228,0.086530790717713,MAX-leaf // Education ~ Lower,MIN-leaf // Education~Secondary + Higher,Education,,,,,,,
Papua New Guinea2018DHSIRAdolescentBirthRate ,DHS,Women,IR,Papua New Guinea,2018,1,No,AdolescentBirthRate , PoorerHousehold + Residence + Education,2759.067827,0.355335817556181,0.26949190256351,0.494390507725088,0.091248043102204,0.152916358204341,0.341474149520747,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // Education~Secondary + Higher // Residence~Urban,Education,Residence,PoorerHousehold,,,,,
Papua New Guinea2018DHSIRInternetUse ,DHS,Individual,IR,Papua New Guinea,2018,1,No,InternetUse , PoorerHousehold + Residence + aGroup + Education + Sex + Electricity,22531.000142,0.134406677507179,0.121766756899787,0.608603986537961,0.294426917011734,0.004255641942065,0.604348344595896,MAX-leaf // Education ~ Secondary + Higher // Electricity ~ Yes,MIN-leaf // Education~Lower // Residence~Rural // aGroup~25-34 + 35+ // Sex~Female,Education,Electricity,Residence,aGroup,Sex,,,
Papua New Guinea2018DHSIRMobilePhone ,DHS,Individual,IR,Papua New Guinea,2018,1,No,MobilePhone , PoorerHousehold + Residence + aGroup + Education + Sex,22531.000142,0.393923309931334,0.073028469026229,0.805382772133334,0.331040494030104,0.153548824545142,0.651833947588192,MAX-leaf // Education ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // Education~Lower // PoorerHousehold~1,Education,PoorerHousehold,Residence,Sex,aGroup,,,
Papua New Guinea2018DHSIRBankAccount ,DHS,Individual,IR,Papua New Guinea,2018,1,No,BankAccount , PoorerHousehold + Residence + aGroup + Education + Sex,22531.000142,0.213413394509578,0.170765886545259,0.576224351359288,0.331040494030104,0.026294840115495,0.549929511243793,MAX-leaf // Education ~ Secondary + Higher // aGroup ~ 25-34 + 35+,MIN-leaf // Education~Lower // PoorerHousehold~1,Education,aGroup,PoorerHousehold,Residence,,,,
Papua New Guinea2018DHSIREmotionalViolence ,DHS,Women,IR,Papua New Guinea,2018,1,No,EmotionalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,4090.101696,0.498344218187381,0.049059450330108,0.591284407444001,0.304588018488232,0.444223408072011,0.14706099937199,MAX-leaf // Education ~ Lower // Residence ~ Urban,MIN-leaf // Education~Lower // Residence~Rural // aGroup~25-34 + 35+ // PoorerHousehold~1,aGroup,Residence,Education,PoorerHousehold,,,,
Papua New Guinea2018DHSIRSexualViolence ,DHS,Women,IR,Papua New Guinea,2018,1,No,SexualViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,4090.101696,0.281668744111344,0.049059450330108,0.369041393640739,0.231414300266826,0.248276595166565,0.120764798474174,MAX-leaf // Education ~ Lower // Residence ~ Urban,MIN-leaf // Education~Secondary + Higher,Education,Residence,aGroup,PoorerHousehold,Under5,,,
Papua New Guinea2018DHSIRPhysicalViolence ,DHS,Women,IR,Papua New Guinea,2018,1,No,PhysicalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,4090.101696,0.534927924931478,0.148789510929559,0.619223154770003,0.160927709607737,0.458901217980508,0.160321936789495,MAX-leaf // aGroup ~ 15-24 + 25-34 // PoorerHousehold ~ 0 // Under5 ~ 0,MIN-leaf // aGroup~35+ // PoorerHousehold~1,aGroup,PoorerHousehold,Under5,Education,,,,
Papua New Guinea2018DHSIRAllViolence ,DHS,Women,IR,Papua New Guinea,2018,1,No,AllViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,4090.101696,0.621093739914676,0.049059450330108,0.744313518782175,0.154945692822206,0.534292215485914,0.210021303296261,MAX-leaf // Education ~ Lower // Residence ~ Urban,MIN-leaf // Education~Lower // Residence~Rural // aGroup~35+ // PoorerHousehold~1,aGroup,Education,Residence,Under5,PoorerHousehold,,,
Papua New Guinea2018DHSIRSexualPhysicalViolence ,DHS,Women,IR,Papua New Guinea,2018,1,No,SexualPhysicalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,4090.101696,0.558420637372827,0.138505566635182,0.629203239340507,0.160927709607737,0.488533743035577,0.14066949630493,MAX-leaf // aGroup ~ 15-24 + 25-34 // PoorerHousehold ~ 0 // Education ~ Secondary + Higher,MIN-leaf // aGroup~35+ // PoorerHousehold~1,aGroup,PoorerHousehold,Education,Under5,Residence,,,
Papua New Guinea 2018DHSIRProfessionalHelp ,DHS,Women,IR,Papua New Guinea ,2018,1,No,ProfessionalHelp , PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,5021.264331,0.608811531415871,0.209981193081309,0.904258999138419,0.303615670178508,0.381766497011495,0.522492502126924,MAX-leaf // PoorerHousehold ~ 0 // Education ~ Secondary + Higher,MIN-leaf // PoorerHousehold~1 // aGroup~25-34 + 35+,PoorerHousehold,Education,Residence,aGroup,Under5,MarriageStatus,,
Philippines2013DHSIRContraceptiveMethod ,DHS,Women,IR,Philippines,2013,0,No,ContraceptiveMethod , PoorerHousehold + Residence + aGroup + Under5 + Education,7393.131227,0.514522635160037,0.099980853484721,0.636818856547743,0.171431138050326,0.417701453882943,0.2191174026648,MAX-leaf // aGroup ~ 25-34 // Under5 ~ 0,MIN-leaf // aGroup~15-24,aGroup,Under5,PoorerHousehold,Residence,Education,,,
Philippines2013DHSIRProfessionalHelp ,DHS,Women,IR,Philippines,2013,0,No,ProfessionalHelp , PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,5188.230039,0.785547385016403,0.235468307267938,0.967910563638773,0.170688961812243,0.461461286178203,0.50644927746057,MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher,MIN-leaf // PoorerHousehold~1 // Education~Lower,PoorerHousehold,Education,Residence,Under5,aGroup,MarriageStatus,,
Philippines2017DHSIRContraceptiveMethod ,DHS,Women,IR,Philippines,2017,1,No,ContraceptiveMethod , PoorerHousehold + Residence + aGroup + Under5 + Education,11130.925565,0.561211815811833,0.250731237640794,0.635804605587925,0.168752208523101,0.489416571661514,0.146388033926411,MAX-leaf // Education ~ Lower + Secondary // aGroup ~ 25-34,MIN-leaf // Education~Higher // Residence~Urban,Education,aGroup,Residence,PoorerHousehold,Under5,,,
Philippines2017DHSIRProfessionalHelp ,DHS,Women,IR,Philippines,2017,1,No,ProfessionalHelp , PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,5169.193618,0.893825565347589,0.256037559589821,0.991367720916179,0.170266897710156,0.669142185705528,0.322225535210651,MAX-leaf // Education ~ Higher // PoorerHousehold ~ 0,MIN-leaf // Education~Lower,Education,PoorerHousehold,Residence,Under5,aGroup,MarriageStatus,,
Philippines2017DHSIRChildMarriage15 ,DHS,Individual,IR,Philippines,2017,1,No,ChildMarriage15 , PoorerHousehold + Residence + Education,25073.999827,0.021133299898543,0.137406076484456,0.086035456019818,0.364414233590323,0.003093210534763,0.082942245485055,MAX-leaf // Education ~ Lower,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,,,,,
Philippines2017DHSIRChildMarriage18 ,DHS,Individual,IR,Philippines,2017,1,No,ChildMarriage18 , PoorerHousehold + Residence + Education,25073.999827,0.135398749438621,0.137406076484456,0.350612148577767,0.208038187484669,0.030222795404166,0.320389353173601,MAX-leaf // Education ~ Lower,MIN-leaf // Education~Higher // Residence~Urban,Education,PoorerHousehold,Residence,,,,,
Philippines2017DHSIRTeenagePregnancy ,DHS,Women,IR,Philippines,2017,1,No,TeenagePregnancy , PoorerHousehold + Residence + Education,4896.774378,0.085584665873695,0.383049156691206,0.121646182631453,0.13175167920714,0.041386914178282,0.080259268453171,MAX-leaf // PoorerHousehold ~ 1,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,Education,Residence,,,,,
Philippines2017DHSIRAdolescentBirthRate ,DHS,Women,IR,Philippines,2017,1,No,AdolescentBirthRate , PoorerHousehold + Residence + Education,4174.992763,0.238441024334777,0.066381139257558,0.622124327890314,0.316088900966557,0.060469597011955,0.561654730878359,MAX-leaf // Education ~ Lower // PoorerHousehold ~ 1,MIN-leaf // Education~Higher // Residence~Urban,Education,PoorerHousehold,Residence,,,,,
Philippines2017DHSIRInternetUse ,DHS,Individual,IR,Philippines,2017,1,No,InternetUse , PoorerHousehold + Residence + aGroup + Education,25073.999827,0.678457518201051,0.198965245968772,0.970109712417005,0.123178156469244,0.130732126213085,0.83937758620392,MAX-leaf // PoorerHousehold ~ 0 // aGroup ~ 15-24 + 25-34 // Education ~ Higher,MIN-leaf // PoorerHousehold~1 // aGroup~35+,PoorerHousehold,aGroup,Education,Residence,,,,
Philippines2017DHSIRMobilePhone ,DHS,Individual,IR,Philippines,2017,1,No,MobilePhone , PoorerHousehold + Residence + aGroup + Education,25073.999827,0.85781364745959,0.316235798983362,0.981326667826559,0.137406076484456,0.572493890986793,0.408832776839766,MAX-leaf // Education ~ Higher // PoorerHousehold ~ 0,MIN-leaf // Education~Lower,Education,PoorerHousehold,aGroup,,,,,
Philippines2017DHSIRBankAccount ,DHS,Individual,IR,Philippines,2017,1,No,BankAccount , PoorerHousehold + Residence + aGroup + Education,25073.999827,0.222655224915026,0.243583360977105,0.531105225269514,0.240968888238321,0.042993167213179,0.488112058056335,MAX-leaf // Education ~ Higher // aGroup ~ 25-34 + 35+,MIN-leaf // Education~Lower + Secondary // aGroup~15-24,Education,aGroup,PoorerHousehold,Residence,,,,
Philippines2017DHSIREmotionalViolence ,DHS,Women,IR,Philippines,2017,1,No,EmotionalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,12925.216255,0.203987303344349,0.16235021841033,0.271710069044497,0.277599060875443,0.135548051009661,0.136162018034836,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 0 // Education ~ Secondary + Higher,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,Education,Residence,Under5,aGroup,,,
Philippines2017DHSIRSexualViolence ,DHS,Women,IR,Philippines,2017,1,No,SexualViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,12925.216255,0.040004456312286,0.166293951419848,0.066350520337888,0.335533949795411,0.022503958312947,0.043846562024941,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 0 // aGroup ~ 15-24 + 35+,MIN-leaf // PoorerHousehold~0 // Residence~Urban,PoorerHousehold,Residence,Education,Under5,aGroup,,,
Philippines2017DHSIRPhysicalViolence ,DHS,Women,IR,Philippines,2017,1,No,PhysicalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,12925.216255,0.10906693831561,0.111129777688969,0.158262885393852,0.277599060875443,0.06682825108494,0.091434634308912,MAX-leaf // PoorerHousehold ~ 1 // Residence ~ Urban,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,Education,Residence,Under5,aGroup,,,
Philippines2017DHSIRAllViolence ,DHS,Women,IR,Philippines,2017,1,No,AllViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,12925.216255,0.244728367525484,0.111129777688969,0.341433572653447,0.277599060875443,0.171643009250251,0.169790563403196,MAX-leaf // PoorerHousehold ~ 1 // Residence ~ Urban,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,Education,Residence,Under5,aGroup,,,
Philippines2017DHSIRSexualPhysicalViolence ,DHS,Women,IR,Philippines,2017,1,No,SexualPhysicalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,12925.216255,0.12220870953621,0.114154090569218,0.174033320030262,0.277599060875443,0.076767974535707,0.097265345494555,MAX-leaf // PoorerHousehold ~ 1 // Under5 ~ 0 // aGroup ~ 15-24 + 25-34,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,Education,Residence,Under5,aGroup,,,
Tajikistan2012DHSIRContraceptiveMethod ,DHS,Women,IR,Tajikistan,2012,0,No,ContraceptiveMethod , PoorerHousehold + Residence + aGroup + Under5 + Education,3316.961192,0.510101538444529,0.225863967841081,0.711415485979843,0.154401103707577,0.25546352024948,0.455951965730363,MAX-leaf // Under5 ~ 0 // PoorerHousehold ~ 0,MIN-leaf // Under5~1 + 2 + 3 + 4 // aGroup~15-24,Under5,aGroup,PoorerHousehold,Residence,Education,,,
Tajikistan2012DHSIRProfessionalHelp ,DHS,Women,IR,Tajikistan,2012,0,No,ProfessionalHelp , PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,3600.990023,0.89208138525298,0.075353588115176,0.968892849910303,0.413096159528017,0.834735552382538,0.134157297527765,MAX-leaf // PoorerHousehold ~ 0 // aGroup ~ 15-24 + 25-34 // Education ~ Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,aGroup,Education,Residence,Under5,,,
Tajikistan2017DHSIRContraceptiveMethod ,DHS,Women,IR,Tajikistan,2017,1,No,ContraceptiveMethod , PoorerHousehold + Residence + aGroup + Under5 + Education,4049.373719,0.522360620131244,0.084423235473663,0.695381430952608,0.175044769435369,0.374185694535091,0.321195736417517,MAX-leaf // Under5 ~ 0 // aGroup ~ 35+ // Residence ~ Urban,MIN-leaf // Under5~1 + 2 + 3 // PoorerHousehold~1,Under5,aGroup,PoorerHousehold,Education,Residence,,,
Tajikistan2017DHSIRProfessionalHelp ,DHS,Women,IR,Tajikistan,2017,1,No,ProfessionalHelp , PoorerHousehold + Residence + aGroup + Under5 + Education + MarriageStatus,3329.319659,0.968486160313151,0.072869413228068,0.995968983729434,0.270784767561424,0.94233560416051,0.053633379568924,MAX-leaf // PoorerHousehold ~ 0 // aGroup ~ 25-34 + 35+ // Education ~ Higher,MIN-leaf // PoorerHousehold~1 // aGroup~25-34 + 35+,PoorerHousehold,aGroup,Education,Residence,Under5,MarriageStatus,,
Tajikistan2017DHSIRChildMarriage15 ,DHS,Individual,IR,Tajikistan,2017,1,No,ChildMarriage15 , PoorerHousehold + Residence + Education,10718.000007,0.002095276636064,0.169640560161646,0.003581789707971,0.071632668548103,0,0.003581789707971,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Education ~ Lower + Secondary,MIN-leaf // PoorerHousehold~0 // Residence~Urban // Education~Higher,Education,PoorerHousehold,Residence,,,,,
Tajikistan2017DHSIRChildMarriage18 ,DHS,Individual,IR,Tajikistan,2017,1,No,ChildMarriage18 , PoorerHousehold + Residence + Education,10718.000007,0.105546951507853,0.169640560161646,0.136903511055482,0.173514834743925,0.038947763441184,0.097955747614298,MAX-leaf // Education ~ Lower + Secondary // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // Education~Higher,Education,PoorerHousehold,Residence,,,,,
Tajikistan2017DHSIRTeenagePregnancy ,DHS,Women,IR,Tajikistan,2017,1,No,TeenagePregnancy , PoorerHousehold + Residence + Education,1910.994727,0.067596554388609,0.350043072620158,0.095330506295104,0.416508299449638,0.052410079094344,0.042920427200761,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // PoorerHousehold~1,Residence,PoorerHousehold,Education,,,,,
Tajikistan2017DHSIRAdolescentBirthRate ,DHS,Women,IR,Tajikistan,2017,1,No,AdolescentBirthRate , PoorerHousehold + Residence + Education,2031.489681,0.259478673669916,0.349338756990712,0.323649073393955,0.231664806078826,0.089589550473686,0.234059522920269,MAX-leaf // Education ~ Lower + Secondary // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // Education~Higher,Education,Residence,PoorerHousehold,,,,,
Tajikistan2017DHSIRInternetUse ,DHS,Individual,IR,Tajikistan,2017,1,No,InternetUse , PoorerHousehold + Residence + aGroup + Education,10718.000007,0.124036340840805,0.173514834743925,0.376769893726624,0.359915807751503,0.018853366276909,0.357916527449715,MAX-leaf // Education ~ Higher,MIN-leaf // Education~Lower + Secondary // PoorerHousehold~1,Education,PoorerHousehold,Residence,,,,,
Tajikistan2017DHSIRMobilePhone ,DHS,Individual,IR,Tajikistan,2017,1,No,MobilePhone , PoorerHousehold + Residence + aGroup + Education,10718.000007,0.537330997129939,0.11290178272156,0.878873775645501,0.136008524635934,0.178701140079246,0.700172635566255,MAX-leaf // aGroup ~ 25-34 + 35+ // Education ~ Higher,MIN-leaf // aGroup~15-24 // PoorerHousehold~1,aGroup,PoorerHousehold,Education,Residence,,,,
Tajikistan2017DHSIRBankAccount ,DHS,Individual,IR,Tajikistan,2017,1,No,BankAccount , PoorerHousehold + Residence + aGroup + Education,10718.000007,0.011019053360969,0.074018301500455,0.056016988258765,0.281526080521491,0.002420760718757,0.053596227540008,MAX-leaf // Residence ~ Urban // Education ~ Higher,MIN-leaf // Residence~Rural // aGroup~15-24,Residence,Education,PoorerHousehold,aGroup,,,,
Tajikistan2017DHSIREmotionalViolence ,DHS,Women,IR,Tajikistan,2017,1,No,EmotionalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,5280.299843,0.155256495914109,0.331441563743788,0.190041441358151,0.191821091058445,0.106492632441179,0.083548808916972,MAX-leaf // aGroup ~ 25-34 + 35+ // PoorerHousehold ~ 1,MIN-leaf // aGroup~15-24,aGroup,PoorerHousehold,Education,Residence,Under5,,,
Tajikistan2017DHSIRSexualViolence ,DHS,Women,IR,Tajikistan,2017,1,No,SexualViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,5280.299843,0.018134277568904,0.083048357676381,0.027126636780246,0.185861821710946,0.01091885354686,0.016207783233386,MAX-leaf // Education ~ Lower + Secondary // Residence ~ Urban // aGroup ~ 25-34,MIN-leaf // Education~Higher,Education,aGroup,Under5,Residence,,,,
Tajikistan2017DHSIRPhysicalViolence ,DHS,Women,IR,Tajikistan,2017,1,No,PhysicalViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,5280.299843,0.245551745270463,0.162586242169202,0.340474612684704,0.149889516795003,0.152796684289387,0.187677928395317,MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 35+,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,aGroup,Education,Residence,Under5,,,
Tajikistan2017DHSIRAllViolence ,DHS,Women,IR,Tajikistan,2017,1,No,AllViolence , PoorerHousehold + Residence + aGroup + Under5 + Education,5280.299843,0.302782336332562,0.162586242169202,0.404295055039744,0.149889516795003,0.203719214715855,0.200575840323889,MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 35+,MIN-leaf // PoorerHousehold~0 // Education~Higher,PoorerHousehold,aGroup,Education,Residence,Under5,,,
